1o. Agrupamento,REF PRINCIPAL,Código,Recurso,Descrição,qnt,Produto
19/08/2020,CBHM5000 GR SS T M20,614935M20,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,031737,SUPORTE EIXO BALANCIM TANDEM - CBH/CBHM 4TON M20,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,024480,EIXO COMPL BAL TANDEM CBH/CBHM 4TON,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,493181,GRADE LATERAL SUP (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,493193,GRADE LATERAL INF (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
20/08/2020,,614937M17,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,
20/08/2020,,614937M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,
20/08/2020,,614937M17,030192,SUPORTE EIXO BAL TANDEM C/FREIO 4T    CBHM,1,
20/08/2020,,614937M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,
20/08/2020,,614937M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,
20/08/2020,,614937M17,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,
20/08/2020,,614937M17,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,
20/08/2020,,614937M17,030383,MACACO COMPLETO   CBHM M17,1,
20/08/2020,,614937M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
20/08/2020,,614937M17,030716,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,
20/08/2020,,614937M17,030216,EIXO COMPL BAL TANDEM C/ FREIO LD  CBHM,1,
20/08/2020,,614937M17,030246,EIXO COMPL BAL TANDEM C/ FREIO LE  CBHM,1,
20/08/2020,,614937M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,
20/08/2020,,614937M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,
20/08/2020,,614937M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,
20/08/2020,,614937M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,
20/08/2020,,614937M17,031396,KIT EMBALAGEM - CBHM,1,
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031737,SUPORTE EIXO BALANCIM TANDEM - CBH/CBHM 4TON M20,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,024480,EIXO COMPL BAL TANDEM CBH/CBHM 4TON,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,493181,GRADE LATERAL SUP (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,493193,GRADE LATERAL INF (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
21/08/2020,CBHM5000 GR SS T MM M20,614938M20,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,025045,TAMPA TRASEIRA 60cm (3500) CBHM (31 AGO 2012.../T7113-08/12...) ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,031232,FUEIRO TRASEIRO LE TUBULAR 60 CM CBHM 3500 - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,031234,FUEIRO DIANTEIRO LE TUBULAR 60 CM CBHM 3500 - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,031235,FUEIRO DIANTEIRO LD TUBULAR 60 CM CBHM 3500 - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,460576,EIXO COMPLETO SS RD (5000)  CBHM,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,466529,GRADE LATERAL 60CM   (3500)   CBHM ,2,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,466621,GRADE DIANTEIRA (3500)   CBHM ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
22/08/2020,CBHM3500 SS RD M17,614956M17,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,011253,FUEIRO DIANTEIRO LE 60 CM (3500) CBHM - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,011289,FUEIRO TRASEIRO LE 60 CM (3500)  CBHM - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,464922,EIXO COMPLETO SC RD (5000)  CBHM,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,030716,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,466086,FUEIRO DIANTEIRO LD 60 CM (3500) CBHM - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,490880,FUEIRO TRASEIRO LD 60 CM (3500)  CBHM - ,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
23/08/2020,CBHM3500 SC RD M17,614993M17,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos"
24/08/2020,,619554M17,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,
24/08/2020,,619554M17,031250,FUEIRO CENTRAL LD  TUBULAR  CBHM 6000 - ,1,
24/08/2020,,619554M17,031251,FUEIRO CENTRAL LE  TUBULAR CBHM 6000 - ,1,
24/08/2020,,619554M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,
24/08/2020,,619554M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,
24/08/2020,,619554M17,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,
24/08/2020,,619554M17,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,
24/08/2020,,619554M17,030383,MACACO COMPLETO   CBHM M17,1,
24/08/2020,,619554M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
24/08/2020,,619554M17,030423,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
24/08/2020,,619554M17,479937,EIXO COMPL SS         (6000)  CBHM,1,
24/08/2020,,619554M17,450789,PLATAFORMA             (6000) CBHM - ,1,
24/08/2020,,619554M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,5,
24/08/2020,,619554M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,5,
24/08/2020,,619554M17,031396,KIT EMBALAGEM - CBHM,1,
25/08/2020,,619556M19,022482,TAMPA TRAS        (M12) CBH ,1,
25/08/2020,,619556M19,028834,SUPORTE DA TAMPA TRASEIRA ABERT LAT LE ,1,
25/08/2020,,619556M19,028838,SUPORTE DA TAMPA TRASEIRA ABERT LAT LD ,1,
25/08/2020,,619556M19,031374,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL ",1,
25/08/2020,,619556M19,030383,MACACO COMPLETO   CBHM M17,1,
25/08/2020,,619556M19,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
25/08/2020,,619556M19,030423,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
25/08/2020,,619556M19,479937,EIXO COMPL SS         (6000)  CBHM,1,
25/08/2020,,619556M19,031394,KIT EMBALAGEM - CBH,1,
26/08/2020,,619556M20,031669,TAMPA TRASEIRA USO GERAL (M19) CBH ,1,
26/08/2020,,619556M20,031691,SUPORTE DA TAMPA LE () _ CBH USO GERAL (M20),1,
26/08/2020,,619556M20,031692,SUPORTE DA TAMPA LD () _ CBH USO GERAL (M20),1,
26/08/2020,,619556M20,031701,"CAÇAMBA SIMPLES CBH6,0 USO GERAL C/TRASEIRA SIMPLES - 01 EIXO (M19) ",1,
26/08/2020,,619556M20,030383,MACACO COMPLETO   CBHM M17,1,
26/08/2020,,619556M20,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
26/08/2020,,619556M20,030423,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
26/08/2020,,619556M20,479937,EIXO COMPL SS         (6000)  CBHM,1,
26/08/2020,,619556M20,031394,KIT EMBALAGEM - CBH,1,
27/08/2020,,619566M19VM,029520,"ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT ",1,
27/08/2020,,619566M19VM,030587,TAMPA LATERAL SUPERIOR - CBH 6 (M17) ,2,
27/08/2020,,619566M19VM,030599,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT. ,1,
27/08/2020,,619566M19VM,030732,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17) ,1,
27/08/2020,,619566M19VM,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 - ,1,
27/08/2020,,619566M19VM,031230,FECHAM. DIANT. SUPERIOR M18 - CBH (M18) - ,1,
27/08/2020,,619566M19VM,031289,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. - VERMEHO,1,
27/08/2020,,619566M19VM,031290,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. - ,1,
27/08/2020,,619566M19VM,031374,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL ",1,
27/08/2020,,619566M19VM,030383,MACACO COMPLETO   CBHM M17,1,
27/08/2020,,619566M19VM,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
27/08/2020,,619566M19VM,030731,CHASSI SIMPLES SC CBHM/CBH 6T 01 EIXO,1,
27/08/2020,,619566M19VM,493650,EIXO COMPL SC        (6000) CBHM,1,
27/08/2020,,619566M19VM,031394,KIT EMBALAGEM - CBH,1,
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031251,FUEIRO CENTRAL LE TUBULAR CBHM 6000 -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031250,FUEIRO CENTRAL LD TUBULAR CBHM 6000 -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,493650 ,EIXO COMPL SC (6000) CBHM Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113-08/12...)  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,450789,PLATAFORMA (6000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,030731 ,CHASSI SIMPLES SC CBHM/CBH 6T 01 EIXO Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17 Flag Romaneio,2,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
28/08/2020,CBHM6000 UG SC RD M17,619620M17,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 7t (6m3) RD de 1 Eixo – USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos
29/08/2020,F6 SS RS/RS G M21,622446M21,030788,CHASSI SIMPLES SEM MOLA F6 SS M17 Flag Romaneio,1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,462184,ICAMENTO COMPLETO S/F (M98) F4/6 Flag Romaneio,1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,477114,EIXO BALANC COMPL SS (M98)F6 Flag Romaneio,1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6 Flag Romaneio,1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,032085,"PLATAFORMA PISO MAD 4,00M M20_CARRETA F6 M17",1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031021,"GRADE LATERAL ALT45 - S4,0MD Flag Romaneio",2,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031057,"GRADE DIANTEIRA (GIGANTE) GRANELEIRO - G3,20/4,0MD Flag Romaneio",1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031058,"GRADE TRASEIRA INFERIOR - G4,0MD Flag Romaneio",1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031055,"GRADE LATERAL INFERIOR ALT45 - G4,0MD",2,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031063,"GRADE TRASEIRA SUPERIOR ALT45 - G3,20/4,0MD Flag Romaneio",1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
29/08/2020,F6 SS RS/RS G M21,622446M21,031395,KIT EMBALAGEM - F/FA,1,"Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,030854,TAMPA TRASEIRA SIMPL     M17 (10.000) CBHM ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,031252,FUEIRO DIANTEIRO ESQUERDO - CBHM 8000/10000 - ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,031253,FUEIRO DIANTEIRO DIREITO - CBHM 8000/10000 - ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,031266,FUEIRO TRAS DIREITO - CBHM 8000/10000 - ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,031267,FUEIRO TRAS ESQUERDO - CBHM 8000/10000 - ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,460576,EIXO COMPLETO SS RD (5000)  CBHM,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
30/08/2020,CBHM8000 SS RD M17,620725M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos"
